,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
125,25,Oleksandr,Zinchenko,Arsenal,DEF,48,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,164,40262,6,LEI (H),2
131,73,Norberto,Neto,Arsenal,GK,43,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,23117,22863,6,LEI (H),2
137,186,Raheem,Sterling,Arsenal,MID,68,1,16,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,1.2,2.3,4.0,0.8,0.00,0.03,0.03,0.00,5668,10241,6,LEI (H),2
143,578,Riccardo,Calafiori,Arsenal,DEF,58,0,90,2024-09-28T14:00:00Z,0,0,0,2,0,0,1,0,0,0,4,27.4,30.3,81.0,13.9,0.48,0.28,0.76,0.32,53572,11949,6,LEI (H),2
149,597,Myles,Lewis-Skelly,Arsenal,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,932,668,6,LEI (H),2
153,633,Mikel,Merino,Arsenal,MID,60,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,90,153,6,LEI (H),2
157,638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,211,182,6,LEI (H),2
161,639,Tommy,Setford,Arsenal,GK,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,799,379,6,LEI (H),2
164,657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2110,777,6,LEI (H),2
167,658,Ayden,Heaven,Arsenal,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1363,482,6,LEI (H),2
170,659,Ismeal,Kabia,Arsenal,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,415,153,6,LEI (H),2
171,662,Josh,Nichols,Arsenal,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,0,6,LEI (H),2
177,28,Leon,Bailey,Aston Villa,MID,64,5,63,2024-09-29T13:00:00Z,0,1,0,1,0,0,0,0,0,0,21,17.0,18.7,4.0,4.0,0.00,0.45,0.45,0.55,8787,21253,6,IPS (A),2
183,29,Ross,Barkley,Aston Villa,MID,53,1,6,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,4,3.0,0.4,7.0,1.0,0.02,0.00,0.02,0.07,1498,6118,6,IPS (A),2
189,30,Enzo,Barrenechea,Aston Villa,MID,49,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,269,6,IPS (A),2
195,31,Emiliano,Buendia,Aston Villa,MID,53,1,6,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,4,0.2,4.8,1.0,0.6,0.09,0.00,0.09,0.07,518,895,6,IPS (A),2
201,32,Matty,Cash,Aston Villa,DEF,44,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,643,16721,6,IPS (A),2
207,33,Leander,Dendoncker,Aston Villa,MID,45,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,8790,6,IPS (A),2
213,34,Moussa,Diaby,Aston Villa,MID,65,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,77,6,IPS (A),2
219,35,Diego Carlos,Diego Carlos,Aston Villa,DEF,45,1,90,2024-09-29T13:00:00Z,0,0,0,2,0,0,0,0,0,0,1,9.4,1.6,0.0,1.1,0.00,0.01,0.01,1.18,2464,3546,6,IPS (A),2
225,36,Lucas,Digne,Aston Villa,DEF,46,0,83,2024-09-29T13:00:00Z,0,0,0,2,0,0,1,0,0,0,4,17.8,4.8,0.0,2.3,0.00,0.02,0.02,1.12,92568,80540,6,IPS (A),2
231,37,Lewis,Dobbin,Aston Villa,MID,50,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,7,6,IPS (A),2
237,38,Jhon,Duran,Aston Villa,FWD,62,1,26,2024-09-29T13:00:00Z,0,0,0,1,0,0,0,0,0,0,7,8.4,10.3,0.0,1.9,0.00,0.00,0.00,0.63,272218,54173,6,IPS (A),2
243,39,Joe,Gauci,Aston Villa,GK,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4955,5994,6,IPS (A),2
249,40,Kortney,Hause,Aston Villa,DEF,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2497,4490,6,IPS (A),2
255,41,Samuel,Iling Jr,Aston Villa,MID,54,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,289,6,IPS (A),2
261,42,Boubacar,Kamara,Aston Villa,MID,50,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,22,39,6,IPS (A),2
267,43,Kaine,Kesler-Hayden,Aston Villa,DEF,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,73,6,IPS (A),2
273,44,Ezri,Konsa,Aston Villa,DEF,45,1,90,2024-09-29T13:00:00Z,0,0,0,2,0,0,0,0,0,0,6,11.0,9.4,0.0,2.0,0.00,0.02,0.02,1.18,229990,121183,6,IPS (A),2
279,45,Ian,Maatsen,Aston Villa,DEF,49,1,6,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,3,1.4,1.0,0.0,0.2,0.00,0.00,0.00,0.07,6866,26335,6,IPS (A),2
285,46,Filip,Marschall,Aston Villa,GK,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,5,6,IPS (A),2
291,47,Emiliano,Martinez,Aston Villa,GK,50,2,90,2024-09-29T13:00:00Z,0,0,0,2,0,0,0,0,3,0,10,21.2,0.0,0.0,2.1,0.00,0.00,0.00,1.18,98407,92280,6,IPS (A),2
297,48,John,McGinn,Aston Villa,MID,53,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,550,55205,6,IPS (A),2
303,49,Tyrone,Mings,Aston Villa,DEF,44,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,86,422,6,IPS (A),2
309,50,Kosta,Nedeljkovic,Aston Villa,DEF,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4563,30169,6,IPS (A),2
315,51,Robin,Olsen,Aston Villa,GK,45,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,651,879,6,IPS (A),2
321,52,Pau,Pau,Aston Villa,DEF,45,1,90,2024-09-29T13:00:00Z,0,0,0,2,0,0,0,0,0,0,6,19.2,16.4,2.0,3.8,0.00,0.02,0.02,1.18,7876,26284,6,IPS (A),2
327,53,Jacob,Ramsey,Aston Villa,MID,55,2,90,2024-09-29T13:00:00Z,0,0,0,2,0,0,0,0,0,0,14,7.4,17.4,6.0,3.1,0.05,0.04,0.09,1.18,5834,6782,6,IPS (A),2
333,54,Morgan,Rogers,Aston Villa,MID,52,7,63,2024-09-29T13:00:00Z,1,0,0,1,0,0,0,0,0,0,14,29.6,2.5,31.0,6.3,0.24,0.14,0.38,0.55,388357,103775,6,IPS (A),2
339,55,Viljami,Sinisalo,Aston Villa,GK,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,10,6,IPS (A),2
345,56,Lino,Sousa,Aston Villa,DEF,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,877,6,IPS (A),2
351,57,Youri,Tielemans,Aston Villa,MID,55,2,83,2024-09-29T13:00:00Z,0,0,0,2,0,0,0,0,0,0,18,5.2,16.7,3.0,2.5,0.03,0.16,0.19,1.12,28418,14125,6,IPS (A),2
357,58,Ollie,Watkins,Aston Villa,FWD,90,11,83,2024-09-29T13:00:00Z,1,1,0,2,0,0,0,0,0,2,38,48.8,15.4,41.0,10.5,0.40,0.13,0.53,1.12,279522,237082,6,IPS (A),2
363,233,Amadou,Onana,Aston Villa,MID,52,2,90,2024-09-29T13:00:00Z,0,0,0,2,0,0,0,0,0,0,18,26.0,5.3,0.0,3.1,0.00,0.02,0.02,1.18,93488,147833,6,IPS (A),2
369,569,Jaden,Jaden,Aston Villa,MID,53,1,26,2024-09-29T13:00:00Z,0,0,0,1,0,0,0,0,0,0,4,2.6,0.8,0.0,0.3,0.00,0.01,0.01,0.63,24,724,6,IPS (A),2
375,598,Lamare,Bogarde,Aston Villa,DEF,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5282,5704,6,IPS (A),2
379,640,Sil,Swinkels,Aston Villa,DEF,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1064,665,6,IPS (A),2
383,641,Oliwier,Zych,Aston Villa,GK,40,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,10896,3996,6,IPS (A),2
386,656,Kadan,Young,Aston Villa,MID,45,0,0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8937,4121,6,IPS (A),2
392,59,Max,Aarons,Bournemouth,DEF,44,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,627,1365,6,SOU (H),2
398,60,Tyler,Adams,Bournemouth,MID,49,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,30,58,6,SOU (H),2
404,61,Jaidon,Anthony,Bournemouth,MID,45,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,3656,6,SOU (H),2
410,62,David,Brooks,Bournemouth,MID,49,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,216,126,6,SOU (H),2
416,63,Ryan,Christie,Bournemouth,MID,49,2,90,2024-09-30T19:00:00Z,0,0,0,1,0,0,0,0,0,0,13,17.8,12.7,5.0,3.6,0.04,0.01,0.05,0.60,1077,2422,6,SOU (H),2
422,64,Lewis,Cook,Bournemouth,MID,50,10,90,2024-09-30T19:00:00Z,0,2,0,1,0,0,0,0,0,2,33,53.8,49.6,5.0,10.8,0.10,0.21,0.31,0.60,2020,1515,6,SOU (H),2
428,65,Enes,Enes Ünal,Bournemouth,FWD,54,1,14,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,4,2.4,10.6,0.0,1.3,0.00,0.01,0.01,0.02,1843,577,6,SOU (H),2
434,66,Romain,Faivre,Bournemouth,MID,50,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,44,6,SOU (H),2
440,67,Hamed,H.Traorè,Bournemouth,MID,45,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1392,6,SOU (H),2
446,68,James,Hill,Bournemouth,DEF,40,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2140,2444,6,SOU (H),2
452,69,Daniel,Jebbison,Bournemouth,FWD,45,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,41903,6,SOU (H),2
458,70,Milos,Kerkez,Bournemouth,DEF,45,1,90,2024-09-30T19:00:00Z,0,0,0,1,0,0,1,0,0,0,3,8.4,2.8,8.0,1.9,0.02,0.01,0.03,0.60,22126,9953,6,SOU (H),2
464,71,Justin,Kluivert,Bournemouth,MID,54,1,29,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,3,2.6,11.1,11.0,2.5,0.07,0.03,0.10,0.07,3814,4537,6,SOU (H),2
470,72,Chris,Mepham,Bournemouth,DEF,44,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,435,6,SOU (H),2
476,74,Dango,O.Dango,Bournemouth,MID,50,8,60,2024-09-30T19:00:00Z,1,0,0,1,0,0,0,0,0,1,31,36.6,1.2,29.0,6.7,0.42,0.02,0.44,0.53,174,201,6,SOU (H),2
482,75,Alex,Paulsen,Bournemouth,GK,40,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,255,6,SOU (H),2
488,76,Philip,Philip,Bournemouth,MID,48,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,685,739,6,SOU (H),2
494,77,Alex,Scott,Bournemouth,MID,49,1,14,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,3,1.2,1.0,2.0,0.4,0.00,0.00,0.00,0.02,184,407,6,SOU (H),2
500,78,Antoine,Semenyo,Bournemouth,MID,57,7,88,2024-09-30T19:00:00Z,1,0,0,1,0,0,0,0,0,0,24,39.8,23.6,31.0,9.4,0.20,0.10,0.30,0.60,521955,88969,6,SOU (H),2
506,79,Marcos,Senesi,Bournemouth,DEF,48,2,90,2024-09-30T19:00:00Z,0,0,0,1,0,0,0,0,0,0,12,31.8,1.2,2.0,3.5,0.00,0.16,0.16,0.60,5075,7244,6,SOU (H),2
512,80,Luis,Sinisterra,Bournemouth,MID,50,1,1,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,4,4.0,0.0,17.0,2.1,0.06,0.00,0.06,0.00,13022,9308,6,SOU (H),2
518,81,Adam,Smith,Bournemouth,DEF,45,2,90,2024-09-30T19:00:00Z,0,0,0,1,0,0,0,0,0,0,8,5.8,2.6,0.0,0.8,0.00,0.01,0.01,0.60,5177,2184,6,SOU (H),2
524,83,Marcus,Tavernier,Bournemouth,MID,55,4,75,2024-09-30T19:00:00Z,0,1,0,1,0,0,1,0,0,0,18,22.4,25.6,9.0,5.7,0.04,0.11,0.15,0.58,16276,6998,6,SOU (H),2
530,84,Mark,Travers,Bournemouth,GK,44,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,550,1067,6,SOU (H),2
536,85,Illia,Zabarnyi,Bournemouth,DEF,45,2,90,2024-09-30T19:00:00Z,0,0,0,1,0,0,0,0,0,0,6,9.6,1.0,0.0,1.1,0.00,0.00,0.00,0.60,6433,3572,6,SOU (H),2
542,152,Kepa,Arrizabalaga,Bournemouth,GK,45,2,90,2024-09-30T19:00:00Z,0,0,0,1,0,0,0,0,2,0,7,16.2,0.0,0.0,1.6,0.00,0.00,0.00,0.60,32104,6646,6,SOU (H),2
548,580,Dean,Huijsen,Bournemouth,DEF,44,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,422,863,6,SOU (H),2
554,592,Julián,J.Araujo,Bournemouth,DEF,45,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1978,1685,6,SOU (H),2
560,599,Will,Dennis,Bournemouth,GK,40,0,0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3344,3052,6,SOU (H),2
565,617,Francisco Evanilson,Evanilson,Bournemouth,FWD,59,9,75,2024-09-30T19:00:00Z,1,0,0,1,0,0,0,0,0,3,34,34.8,1.2,28.0,6.4,0.44,0.00,0.44,0.58,35700,9241,6,SOU (H),2
571,86,Kristoffer,Ajer,Brentford,DEF,45,2,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,0,0,10,17.2,5.5,0.0,2.3,0.00,0.02,0.02,0.99,3565,3461,6,WHU (H),2
577,87,Ethan,Brierley,Brentford,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,824,1082,6,WHU (H),2
583,88,Nathan,Collins,Brentford,DEF,45,2,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,0,0,10,13.2,1.7,2.0,1.7,0.00,0.05,0.05,0.99,46286,26530,6,WHU (H),2
589,89,Mikkel,Damsgaard,Brentford,MID,50,3,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,0,1,18,25.8,20.3,2.0,4.8,0.00,0.07,0.07,0.99,1065,688,6,WHU (H),2
595,90,Josh,Dasilva,Brentford,MID,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,14,37,6,WHU (H),2
601,91,Mark,Flekken,Brentford,GK,45,2,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,2,0,11,22.0,0.1,0.0,2.2,0.00,0.00,0.00,0.99,238838,115328,6,WHU (H),2
607,92,Rico,Henry,Brentford,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,69,488,6,WHU (H),2
613,93,Aaron,Hickey,Brentford,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,21,149,6,WHU (H),2
619,94,Vitaly,Janelt,Brentford,MID,49,2,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,0,0,13,12.0,3.6,2.0,1.8,0.00,0.03,0.03,0.99,2828,2835,6,WHU (H),2
625,95,Mathias,Jensen,Brentford,MID,54,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,29,1999,6,WHU (H),2
631,96,Kim,Ji-soo,Brentford,DEF,40,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1121,1380,6,WHU (H),2
637,97,Yunus Emre,Konak,Brentford,MID,45,1,5,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,0.0,0.1,0.00,0.00,0.00,0.06,631,636,6,WHU (H),2
643,98,Keane,Lewis-Potter,Brentford,MID,50,1,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,1,0,0,0,8,13.8,6.2,13.0,3.3,0.01,0.08,0.09,0.99,4232,1293,6,WHU (H),2
649,99,Bryan,Mbeumo,Brentford,MID,73,9,90,2024-09-28T14:00:00Z,1,0,0,1,0,0,0,0,0,2,27,42.4,21.6,38.0,10.2,0.25,0.41,0.66,0.99,1092772,59901,6,WHU (H),2
655,100,Ben,Mee,Brentford,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1412,5687,6,WHU (H),2
661,101,Christian,Nørgaard,Brentford,MID,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,199,2125,6,WHU (H),2
667,102,Frank,Onyeka,Brentford,MID,49,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,218,6,WHU (H),2
673,103,Myles,Peart-Harris,Brentford,MID,45,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,363,6,WHU (H),2
679,104,Ethan,Pinnock,Brentford,DEF,45,2,90,2024-09-28T14:00:00Z,0,0,0,1,0,0,0,0,0,0,11,17.8,1.7,0.0,2.0,0.00,0.02,0.02,0.99,12909,7847,6,WHU (H),2
685,105,Mads,Roerslev,Brentford,DEF,44,0,0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,591,903,6,WHU (H),2
