,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Minutes,KO_time,Goals,Assists,Clean Sheets,Goals Conceded,Penalties Saved,Penalties Missed,YC,RC,Saves,Total Bonus Points,Total BPS,Influence,Creativity,Threat,ICT Index,xG,xA,xGi,xGc,Transfers In GW,Transfers Out GW,Gameweek,Opponent,Difficulty
109,73,Norberto,Neto,Arsenal,GK,44,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1110,24185,5,MCI (A),5
114,186,Raheem,Sterling,Arsenal,MID,68,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,3783,9342,5,MCI (A),5
119,578,Riccardo,Calafiori,Arsenal,DEF,58,9,73,2024-09-22T15:30:00Z,1,0,0,1,0,0,0,0,0,1,24,45.0,0.3,9.0,5.4,0.02,0.00,0.02,1.17,649,17924,5,MCI (A),5
124,597,Myles,Lewis-Skelly,Arsenal,MID,45,0,1,2024-09-22T15:30:00Z,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.49,431,438,5,MCI (A),5
127,633,Mikel,Merino,Arsenal,MID,60,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,79,148,5,MCI (A),5
130,638,Salah-Eddine,Oulad M'hand,Arsenal,MID,45,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,238,174,5,MCI (A),5
133,639,Tommy,Setford,Arsenal,GK,45,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,153,131,5,MCI (A),5
135,657,Maldini,Kacurri,Arsenal,DEF,40,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1170,165,5,MCI (A),5
137,658,Ayden,Heaven,Arsenal,DEF,40,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,736,102,5,MCI (A),5
139,659,Ismeal,Kabia,Arsenal,MID,45,0,0,2024-09-22T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,280,54,5,MCI (A),5
144,28,Leon,Bailey,Aston Villa,MID,64,1,45,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,7,3.6,17.4,19.0,4.0,0.07,0.33,0.40,0.00,4702,26695,5,WOL (H),2
149,29,Ross,Barkley,Aston Villa,MID,53,0,28,2024-09-21T14:00:00Z,0,0,0,0,0,0,1,0,0,0,-3,6.6,1.3,2.0,1.0,0.05,0.01,0.06,0.00,1745,3671,5,WOL (H),2
154,30,Enzo,Barrenechea,Aston Villa,MID,49,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,410,5,WOL (H),2
159,31,Emiliano,Buendia,Aston Villa,MID,54,1,1,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0.0,1.4,2.0,0.3,0.00,0.00,0.00,0.00,439,857,5,WOL (H),2
164,32,Matty,Cash,Aston Villa,DEF,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,372,22772,5,WOL (H),2
169,33,Leander,Dendoncker,Aston Villa,MID,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,11532,5,WOL (H),2
174,34,Moussa,Diaby,Aston Villa,MID,65,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,105,5,WOL (H),2
179,35,Diego Carlos,Diego Carlos,Aston Villa,DEF,45,2,90,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,7,20.0,1.9,0.0,2.2,0.00,0.01,0.01,0.51,2294,2163,5,WOL (H),2
184,36,Lucas,Digne,Aston Villa,DEF,46,1,45,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,0,2.2,2.5,0.0,0.5,0.00,0.01,0.01,0.51,187411,23716,5,WOL (H),2
189,37,Lewis,Dobbin,Aston Villa,MID,50,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,15,5,WOL (H),2
194,38,Jhon,Duran,Aston Villa,FWD,61,5,28,2024-09-21T14:00:00Z,1,0,0,0,0,0,0,0,0,0,26,32.0,0.8,21.0,5.4,1.03,0.00,1.03,0.00,257452,24338,5,WOL (H),2
199,39,Joe,Gauci,Aston Villa,GK,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2994,3758,5,WOL (H),2
204,40,Kortney,Hause,Aston Villa,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,2322,3860,5,WOL (H),2
209,41,Samuel,Iling Jr,Aston Villa,MID,54,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,497,5,WOL (H),2
214,42,Boubacar,Kamara,Aston Villa,MID,50,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,32,48,5,WOL (H),2
219,43,Kaine,Kesler-Hayden,Aston Villa,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,101,5,WOL (H),2
224,44,Ezri,Konsa,Aston Villa,DEF,45,9,90,2024-09-21T14:00:00Z,1,0,0,1,0,0,0,0,0,1,33,45.4,5.3,35.0,8.6,0.21,0.02,0.23,0.51,45939,61074,5,WOL (H),2
229,45,Ian,Maatsen,Aston Villa,DEF,49,1,45,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,1,4.0,1.8,6.0,1.2,0.00,0.02,0.02,0.00,5762,25948,5,WOL (H),2
234,46,Filip,Marschall,Aston Villa,GK,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,6,5,WOL (H),2
239,47,Emiliano,Martinez,Aston Villa,GK,50,3,90,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,3,0,11,29.6,0.0,0.0,3.0,0.00,0.00,0.00,0.51,83160,75922,5,WOL (H),2
244,48,John,McGinn,Aston Villa,MID,54,1,45,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,4,0.0,4.6,2.0,0.7,0.03,0.19,0.22,0.51,6893,15839,5,WOL (H),2
249,49,Tyrone,Mings,Aston Villa,DEF,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,160,397,5,WOL (H),2
254,50,Kosta,Nedeljkovic,Aston Villa,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4959,21327,5,WOL (H),2
259,51,Robin,Olsen,Aston Villa,GK,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,555,731,5,WOL (H),2
264,52,Pau,Pau,Aston Villa,DEF,45,1,90,2024-09-21T14:00:00Z,0,0,0,1,0,0,1,0,0,0,6,7.0,2.8,0.0,1.0,0.00,0.02,0.02,0.51,12261,13727,5,WOL (H),2
269,53,Jacob,Ramsey,Aston Villa,MID,55,2,61,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,10,2.6,7.2,2.0,1.2,0.00,0.03,0.03,0.51,8282,4054,5,WOL (H),2
274,54,Morgan,Rogers,Aston Villa,MID,51,10,90,2024-09-21T14:00:00Z,0,2,0,1,0,0,1,0,0,3,34,42.2,35.3,16.0,9.4,0.00,0.60,0.60,0.51,100954,87343,5,WOL (H),2
279,55,Viljami,Sinisalo,Aston Villa,GK,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,2,5,WOL (H),2
284,56,Lino,Sousa,Aston Villa,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,928,5,WOL (H),2
289,57,Youri,Tielemans,Aston Villa,MID,55,5,90,2024-09-21T14:00:00Z,0,1,0,1,0,0,0,0,0,0,31,33.4,47.9,2.0,8.3,0.00,0.38,0.38,0.51,20555,12521,5,WOL (H),2
294,58,Ollie,Watkins,Aston Villa,FWD,90,6,90,2024-09-21T14:00:00Z,1,0,0,1,0,0,0,0,0,0,30,32.0,2.8,34.0,6.9,0.34,0.06,0.40,0.51,655181,94154,5,WOL (H),2
299,233,Amadou,Onana,Aston Villa,MID,52,2,61,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,11,24.0,2.0,2.0,2.8,0.00,0.03,0.03,0.51,184794,72939,5,WOL (H),2
304,569,Jaden,Jaden,Aston Villa,MID,53,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,123,462,5,WOL (H),2
309,598,Lamare,Bogarde,Aston Villa,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,13114,3034,5,WOL (H),2
312,640,Sil,Swinkels,Aston Villa,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,810,435,5,WOL (H),2
315,641,Oliwier,Zych,Aston Villa,GK,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,8163,2050,5,WOL (H),2
317,656,Kadan,Young,Aston Villa,MID,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,13632,2201,5,WOL (H),2
322,59,Max,Aarons,Bournemouth,DEF,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,445,1514,5,LIV (A),5
327,60,Tyler,Adams,Bournemouth,MID,49,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,41,58,5,LIV (A),5
332,61,Jaidon,Anthony,Bournemouth,MID,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,4102,5,LIV (A),5
337,62,David,Brooks,Bournemouth,MID,49,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,243,81,5,LIV (A),5
342,63,Ryan,Christie,Bournemouth,MID,49,1,68,2024-09-21T14:00:00Z,0,0,0,3,0,0,1,0,0,0,7,0.8,13.8,6.0,2.1,0.00,0.03,0.03,1.65,1166,2123,5,LIV (A),5
347,64,Lewis,Cook,Bournemouth,MID,50,1,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,1,0,0,0,11,14.4,31.3,6.0,5.2,0.00,0.19,0.19,2.06,1207,1237,5,LIV (A),5
352,65,Enes,Enes Ünal,Bournemouth,FWD,54,1,14,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3,0.04,0.00,0.04,0.39,692,214,5,LIV (A),5
357,66,Romain,Faivre,Bournemouth,MID,50,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,79,5,LIV (A),5
362,67,Hamed,H.Traorè,Bournemouth,MID,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,1570,5,LIV (A),5
367,68,James,Hill,Bournemouth,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1345,2002,5,LIV (A),5
372,69,Daniel,Jebbison,Bournemouth,FWD,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,44079,5,LIV (A),5
377,70,Milos,Kerkez,Bournemouth,DEF,45,1,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,7,18.0,26.6,1.0,4.6,0.01,0.09,0.10,2.06,1889,3041,5,LIV (A),5
382,71,Justin,Kluivert,Bournemouth,MID,54,0,45,2024-09-21T14:00:00Z,0,0,0,3,0,0,1,0,0,0,0,0.0,0.4,29.0,2.9,0.14,0.00,0.14,1.10,2039,3419,5,LIV (A),5
387,72,Chris,Mepham,Bournemouth,DEF,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,660,5,LIV (A),5
392,74,Dango,O.Dango,Bournemouth,MID,50,1,45,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,6,7.2,3.8,16.0,2.7,0.00,0.01,0.01,0.96,20,634,5,LIV (A),5
397,75,Alex,Paulsen,Bournemouth,GK,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,154,5,LIV (A),5
402,76,Philip,Philip,Bournemouth,MID,48,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1304,590,5,LIV (A),5
407,77,Alex,Scott,Bournemouth,MID,49,1,21,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,5.6,2.0,12.0,2.0,0.10,0.02,0.12,0.40,172,369,5,LIV (A),5
412,78,Antoine,Semenyo,Bournemouth,MID,56,2,69,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,9,8.6,3.2,39.0,5.1,0.35,0.01,0.36,1.65,77210,60806,5,LIV (A),5
417,79,Marcos,Senesi,Bournemouth,DEF,49,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1254,6332,5,LIV (A),5
422,80,Luis,Sinisterra,Bournemouth,MID,50,1,20,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,3,11.4,22.9,65.0,9.9,0.35,0.01,0.36,0.40,6649,6873,5,LIV (A),5
427,81,Adam,Smith,Bournemouth,DEF,45,1,21,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,4,5.0,0.0,0.0,0.5,0.00,0.00,0.00,0.40,1534,975,5,LIV (A),5
432,83,Marcus,Tavernier,Bournemouth,MID,55,2,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,17,16.0,41.8,2.0,6.0,0.02,0.07,0.09,2.06,8482,4719,5,LIV (A),5
437,84,Mark,Travers,Bournemouth,GK,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,617,821,5,LIV (A),5
442,85,Illia,Zabarnyi,Bournemouth,DEF,45,1,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,10,31.4,1.3,0.0,3.3,0.00,0.01,0.01,2.06,758,2813,5,LIV (A),5
447,152,Kepa,Arrizabalaga,Bournemouth,GK,45,4,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,9,0,14,59.4,0.0,0.0,5.9,0.00,0.00,0.00,2.06,3607,3168,5,LIV (A),5
452,580,Dean,Huijsen,Bournemouth,DEF,45,0,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,1,0,0,0,-3,7.0,20.5,4.0,3.2,0.04,0.00,0.04,2.06,87,843,5,LIV (A),5
457,592,Julián,J.Araujo,Bournemouth,DEF,45,1,69,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,-4,11.2,1.6,0.0,1.3,0.00,0.01,0.01,1.65,487,1508,5,LIV (A),5
462,599,Will,Dennis,Bournemouth,GK,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1700,1324,5,LIV (A),5
466,617,Francisco Evanilson,Evanilson,Bournemouth,FWD,59,2,75,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,6,3.0,23.9,7.0,3.4,0.04,0.24,0.28,1.66,5360,7256,5,LIV (A),5
471,86,Kristoffer,Ajer,Brentford,DEF,45,0,78,2024-09-21T14:00:00Z,0,0,0,2,0,0,1,0,0,0,0,4.4,10.9,0.0,1.5,0.00,0.01,0.01,3.01,1326,2298,5,TOT (A),4
476,87,Ethan,Brierley,Brentford,MID,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,863,922,5,TOT (A),4
481,88,Nathan,Collins,Brentford,DEF,45,1,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,0,22.2,1.1,2.0,2.5,0.00,0.01,0.01,3.52,8065,10338,5,TOT (A),4
486,89,Mikkel,Damsgaard,Brentford,MID,50,2,78,2024-09-21T14:00:00Z,0,0,0,2,0,0,0,0,0,0,15,18.4,13.1,19.0,5.1,0.09,0.03,0.12,3.01,579,540,5,TOT (A),4
491,90,Josh,Dasilva,Brentford,MID,49,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,23,65,5,TOT (A),4
496,91,Mark,Flekken,Brentford,GK,45,3,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,6,0,13,55.2,0.0,0.0,5.5,0.00,0.01,0.01,3.52,40254,52649,5,TOT (A),4
501,92,Rico,Henry,Brentford,DEF,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,44,443,5,TOT (A),4
506,93,Aaron,Hickey,Brentford,DEF,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,18,188,5,TOT (A),4
511,94,Vitaly,Janelt,Brentford,MID,49,2,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,14,11.4,4.5,0.0,1.6,0.00,0.01,0.01,3.52,5046,2111,5,TOT (A),4
516,95,Mathias,Jensen,Brentford,MID,54,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,46,3366,5,TOT (A),4
521,96,Kim,Ji-soo,Brentford,DEF,40,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,585,1245,5,TOT (A),4
526,97,Yunus Emre,Konak,Brentford,MID,45,1,11,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,3,1.2,0.7,0.0,0.2,0.00,0.00,0.00,0.51,464,588,5,TOT (A),4
531,98,Keane,Lewis-Potter,Brentford,MID,50,5,90,2024-09-21T14:00:00Z,0,1,0,3,0,0,0,0,0,0,24,42.2,17.1,11.0,7.0,0.02,0.15,0.17,3.52,412,474,5,TOT (A),4
536,99,Bryan,Mbeumo,Brentford,MID,71,8,90,2024-09-21T14:00:00Z,1,0,0,3,0,0,0,0,0,1,31,43.2,2.4,55.0,10.1,0.64,0.02,0.66,3.52,251257,59711,5,TOT (A),4
541,100,Ben,Mee,Brentford,DEF,44,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,1024,5520,5,TOT (A),4
546,101,Christian,Nørgaard,Brentford,MID,49,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,868,907,5,TOT (A),4
551,102,Frank,Onyeka,Brentford,MID,49,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,356,5,TOT (A),4
556,103,Myles,Peart-Harris,Brentford,MID,45,0,0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0,406,5,TOT (A),4
561,104,Ethan,Pinnock,Brentford,DEF,45,1,90,2024-09-21T14:00:00Z,0,0,0,3,0,0,0,0,0,0,1,31.0,0.4,2.0,3.3,0.00,0.00,0.00,3.52,1365,2566,5,TOT (A),4
566,105,Mads,Roerslev,Brentford,DEF,45,1,11,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,-1,0.8,0.9,0.0,0.2,0.00,0.00,0.00,0.51,83,772,5,TOT (A),4
571,106,Kevin,Schade,Brentford,MID,54,1,27,2024-09-21T14:00:00Z,0,0,0,1,0,0,0,0,0,0,3,7.2,0.3,19.0,2.7,0.06,0.00,0.06,0.51,11999,2790,5,TOT (A),4
