,Player ID,Name,Last_Name,Team,Position,Cost_Today,Minutes,Avail,Gameweek,Form_player_xG_norm,Form_TeamxG_against_norm,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
13226,471,Will,Smallbone,Southampton,MID,50,70,i,28,2.044378698224852,3.069565217391304,17.644935193012117,34.58407297830375,54.34640039447732,75.80264158918006,95.56496900535362
13365,476,Kyle,Walker-Peters,Southampton,DEF,43,90,a,28,2.0,3.069565217391304,10.18059490084986,20.768413597733712,29.72733711048159,41.129603399433435,54.160764872521256
13894,495,Pedro,Pedro Porro,Spurs,DEF,53,86,a,28,2.0,2.6782608695652175,15.868506493506494,27.069805194805195,40.13798701298701,54.3262987012987,65.5275974025974
14006,499,Pape Matar,P.M.Sarr,Spurs,MID,47,90,a,28,2.69896449704142,2.6782608695652175,28.885346224288533,51.2481949140603,82.9288972245703,104.54631762468301,136.22701993519303
14146,504,Djed,Spence,Spurs,DEF,44,90,a,28,2.011094674556213,2.6782608695652175,15.868506493506494,27.069805194805195,40.13798701298701,54.3262987012987,65.5275974025974
14258,508,Guglielmo,Vicario,Spurs,GK,48,90,a,28,2.0,2.6782608695652175,15.868506493506494,27.069805194805195,40.13798701298701,54.3262987012987,65.5275974025974
14342,511,Edson,Álvarez,West Ham,MID,50,64,a,28,2.0,2.5478260869565217,10.285714285714286,25.714285714285715,39.85714285714286,51.68571428571429,67.11428571428573
14398,513,Alphonse,Areola,West Ham,GK,42,90,a,28,2.0,2.5478260869565217,13.737201365187715,25.51194539249147,33.36177474402731,41.211604095563146,54.94880546075086
14426,514,Jarrod,Bowen,West Ham,MID,75,90,a,28,2.11094674556213,2.5478260869565217,11.459425190194422,28.64856297548605,44.40527261200338,57.58361158072696,74.77274936601859
14510,517,Aaron,Cresswell,West Ham,DEF,39,68,a,28,2.0,2.5478260869565217,13.737201365187715,25.51194539249147,33.36177474402731,41.211604095563146,54.94880546075086
14706,524,Max,Kilman,West Ham,DEF,43,90,a,28,2.0044378698224854,2.5478260869565217,13.737201365187715,25.51194539249147,33.36177474402731,41.211604095563146,54.94880546075086
14734,525,Mohammed,Kudus,West Ham,MID,62,90,a,28,2.632396449704142,2.5478260869565217,14.29015215553677,35.72538038884193,55.37433960270499,71.80801458157228,93.24324281487743
14874,530,Tomáš,Souček,West Ham,MID,49,64,a,28,2.42603550295858,2.5478260869565217,13.6320090166244,34.080022541561,52.82403493941955,68.5008453085376,88.9488588334742
14902,531,James,Ward-Prowse,Nottingham Forest,MID,61,83,a,28,2.022189349112426,2.5217391304347823,21.690388137503522,38.27715553677092,53.588017751479285,76.04394899971822,96.45843195266272
14958,533,Rayan,Aït-Nouri,Wolves,DEF,47,90,a,28,2.155325443786982,2.4956521739130433,15.52700348432056,31.55487804878049,47.58275261324042,64.01132404181185,78.03571428571429
15014,535,Jean-Ricner,Bellegarde,Wolves,MID,49,82,a,28,2.1375739644970415,2.4956521739130433,23.66599746407439,48.09541420118344,70.99799239222317,90.54152578191041,108.86358833474219
15238,543,Matt,Doherty,Wolves,DEF,43,90,a,28,2.0554733727810652,2.4956521739130433,15.52700348432056,31.55487804878049,47.58275261324042,64.01132404181185,78.03571428571429
15517,553,João Victor,J.Gomes,Wolves,MID,49,90,a,28,2.576923076923077,2.4956521739130433,30.9077380952381,62.81250000000001,92.72321428571429,118.24702380952382,142.17559523809524
15545,554,José,José Sá,Wolves,GK,43,90,a,28,2.0,2.4956521739130433,15.52700348432056,31.55487804878049,47.58275261324042,64.01132404181185,78.03571428571429
15684,559,Nélson,N.Semedo,Wolves,DEF,45,90,a,28,2.0177514792899407,2.4956521739130433,15.52700348432056,31.55487804878049,47.58275261324042,64.01132404181185,78.03571428571429
15711,560,Pedro,Neto,Chelsea,MID,63,90,a,28,2.217455621301775,2.0782608695652174,26.068302690898843,59.43573013524936,99.0595502254156,138.26627747252746,175.8046333474218
15879,566,Jørgen,Strand Larsen,Wolves,FWD,52,73,a,28,2.022189349112426,2.4956521739130433,18.657104113834883,37.916050295857985,55.97131234150464,71.37846928712312,85.82267892364045
15907,567,Toti António,Toti,Wolves,DEF,43,90,a,28,2.0,2.4956521739130433,15.52700348432056,31.55487804878049,47.58275261324042,64.01132404181185,78.03571428571429
15963,569,Jaden,Jaden,Aston Villa,MID,53,66,a,28,3.5133136094674557,2.6782608695652175,51.86320090166244,95.36136939983093,155.58960270498733,202.4337841645534,252.62397858551705
16019,571,Sávio 'Savinho',Sávio,Man City,MID,62,68,a,28,2.9652366863905324,2.0782608695652174,27.357838475626938,64.56449880247958,93.01665081713159,123.65742990983375,145.5437006903353
16075,573,Nikola,Milenković,Nottingham Forest,DEF,48,90,a,28,2.0,2.5217391304347823,16.85344827586207,35.689655172413794,45.60344827586207,65.43103448275863,76.33620689655174
16188,577,Jesper,Lindstrøm,Everton,MID,50,62,a,28,2.0710059171597632,2.3652173913043475,20.01972386587771,31.45956607495069,44.32938856015779,55.76923076923077,75.78895463510848
16272,580,Dean,Huijsen,Bournemouth,DEF,45,90,a,28,2.084319526627219,2.3391304347826085,21.375464684014872,40.613382899628256,58.7825278810409,73.7453531598513,87.63940520446097
16329,582,Jake,O'Brien,Everton,DEF,45,90,a,28,2.2662721893491122,2.3652173913043475,21.139705882352942,30.652573529411768,47.56433823529412,58.55698529411765,77.5827205882353
16413,585,Ismaïla,I.Sarr,Crystal Palace,MID,55,90,a,28,4.946745562130177,2.3652173913043475,42.40067624683009,121.9019442096365,196.10312764158914,270.3043110735418,349.8055790363482
16581,591,Jean-Clair,Todibo,West Ham,DEF,42,64,a,28,2.0,2.5478260869565217,13.737201365187715,25.51194539249147,33.36177474402731,41.211604095563146,54.94880546075086
16637,593,Matthijs,De Ligt,Man Utd,DEF,48,90,a,28,2.470414201183432,2.7304347826086954,18.312101910828027,32.04617834394905,45.78025477707007,59.69745222929937,74.3471337579618
16665,594,Noussair,Mazraoui,Man Utd,DEF,43,90,a,28,2.084319526627219,2.7304347826086954,18.312101910828027,32.04617834394905,45.78025477707007,59.69745222929937,74.3471337579618
16833,600,Yasin,Ayari,Brighton,MID,50,68,a,28,2.048816568047337,2.1304347826086953,22.805279656241193,44.269072273879964,65.73286489151873,87.73325232459847,110.53853198083966
17058,608,Tyler,Dibling,Southampton,MID,44,63,a,28,2.011094674556213,3.069565217391304,15.562042124542126,30.501602564102566,47.931089743589745,66.85453296703297,84.28402014652015
17170,612,Wilson,Odobert,Spurs,MID,53,90,a,28,2.2707100591715976,2.6782608695652175,22.626003803888423,40.142909974640745,64.95852704987321,81.89153634826712,106.70715342349959
17309,617,Francisco Evanilson,Evanilson,Bournemouth,FWD,56,70,a,28,2.4881656804733727,2.3391304347826085,31.23536559594252,59.93813398140321,93.70609678782756,117.34367075232461,149.42323541842774
17336,618,Georginio,Georginio,Brighton,MID,51,76,a,28,2.4837278106508878,2.1304347826086953,31.164870386024237,60.49651310228234,89.82815581854045,119.893089602705,151.05795998872924
17363,619,Jens,Cajuste,Ipswich,MID,45,82,a,28,2.11094674556213,3.1999999999999997,15.203842631727246,29.02551775147929,45.61152789518174,59.98607001972386,72.4255776275007
17444,622,Sander,Berge,Fulham,MID,50,90,a,28,2.044378698224852,2.234782608695652,14.188961679346294,30.95773457311919,43.85679064525219,61.91546914623838,79.97414764722457
17471,623,Mateus Gonçalo,M.Fernandes,Southampton,MID,50,90,a,28,2.033284023668639,3.069565217391304,16.64146150324035,32.61726454635109,51.25570142998028,71.49171861792054,90.13015550154974
17659,630,Dara,O'Shea,Ipswich,DEF,39,90,a,28,2.0,3.1999999999999997,8.593750000000002,17.187500000000004,27.343750000000004,34.53125,42.34375
17685,631,Jack,J.Clarke,Ipswich,MID,54,66,a,28,2.033284023668639,3.1999999999999997,14.644486122851507,27.95765532544379,43.933458368554525,57.779154339250496,69.76100662158355
17737,633,Mikel,Merino,Arsenal,MID,60,90,a,28,2.710059171597633,2.1826086956521737,37.295576218653146,65.81572273879966,92.14201183431953,128.1212735981967,167.6107072414765
17789,635,Bilal,El Khannouss,Leicester,MID,48,72,a,28,2.05991124260355,2.5478260869565217,10.2014652014652,26.778846153846153,38.255494505494504,54.57783882783883,66.05448717948718
17972,642,André,André,Wolves,MID,50,90,a,28,2.0931952662721893,2.4956521739130433,21.243440053536208,43.172152366863905,63.73032016060862,81.27329001127077,97.71982424626654
18178,650,Maxence,Lacroix,Crystal Palace,DEF,45,90,a,28,2.1042899408284024,2.3652173913043475,14.797794117647062,31.709558823529417,44.39338235294118,59.191176470588246,68.70404411764707
18679,677,Ollie,Scarles,West Ham,DEF,40,90,a,28,2.062130177514793,2.5478260869565217,13.737201365187715,25.51194539249147,33.36177474402731,41.211604095563146,54.94880546075086
